-0.727617659419775,0.7743166230618954,0.2594716057181358,-1.2542824476957322,-0.6598681038245559,0.23491127430461348,0.7266451328992843,-0.4952248752117157,1.1676526565104723,0.25471500754356385,-0.004544422030448914,-0.502720070630312,0.503051932901144,-0.022628897055983543,0.43453988432884216,-0.37232531905174254,-0.7338565569370985,-0.06494265031069517,-0.27334911823272706,0.11767131388187409,-0.34912157952785494,0.43700730688869954,0.7497307747602463,-0.5196636497974396,0.7607435673475266,-0.1438510924577713,-0.16737229079008104,0.0895616952329874,0.22181194126605988,-0.5717771973460912,-0.8889937102794647,0.3646117072552443,-0.4892281425185502,0.2410285919904709,0.44888578057289125,-0.698271532356739,-1.0955581948161126,-0.906403785943985,0.009547381848096847,-0.7237156357849017,-0.5049700293689966,-0.2660133957862854,0.8907283052802086,-0.24240380227565766,-0.00565728098154068,0.36783276945352555,-0.9203938916325569,0.684925875812769,0.5833920955657959,0.9950919196009635,-0.42504681646823883,0.6979892984032631,-0.3966291517019272,-1.3204603299498558,-0.0178328562527895,-0.17282697586342693,-0.6928845107555389,-0.4292916148900986,0.5574981334619225,0.7423174351453781,-0.15710418075323104,0.5621095763519406,-0.4871454030275345,0.5543842574581503,0.04152916371822357,-0.07406111881136894,-0.013079619035124779,-0.23986231572926045,0.5963011976331473,0.37536945939064026,-1.1134355921298265,0.5555795703083277,0.012634387612342835,0.2815458610653877,-0.5252150394022465,-0.4335318462457508,-0.09996883273124695,-1.1470271542668342,-0.6664280503988266,0.25973783507943154,-0.4100486598908901,0.8127000153064727,-0.019963543117046356,0.0147238087374717,0.28496142029762267,-0.12455064654350281,-0.6924301654100418,-0.71069141253829,0.04487823471426964,0.03974870294332504,-0.7376529909670353,0.664907168596983,0.5699232393875718,0.039007468521595,0.6902466475963592,0.7166478387545794,-0.31383534967899324,-0.2949951894581318,-1.26981168538332,-0.7976121962070465,-0.1004719111835584,-0.6082553789019585,0.36785307312384247,-0.23268142864108085,0.6314829677343369,-0.797878185659647,-0.033029849827289584,-0.06742137894034386,-0.0869912812486291,0.85426667034626,0.09738773107528687,-0.47252890169620515,-0.07759577482938766,-0.7507729828357697,0.4120938405394554,0.5148831531405449,-0.4679306373000145,0.10624598958529533,0.6904132023453713,-0.029831747710704803,0.37834915816783904,0.7557011067867279,0.5066671580076217,-0.5951013833284378,-0.2836151450872421,-0.8187755383551121,0.25877477509202435,-0.6731840748339891	37
0.27772866615227293,0.08983228249209267,1.4280678204127721,-0.46272383630275726,1.5064375826290675,0.02980124524661473,0.2288734625492777,-0.7992531518851008,-0.5688419895512717,-0.1123175961630685,-0.3671754513468061,-0.15491268038749695,-0.15230637868600233,-1.3829278371163778,0.5304160291062934,-0.6661216190883091,0.7746615920748029,1.3476518498999732,0.2590237408876419,0.07914834788867406,0.07044080112661634,1.3331294448247977,-0.735673514860017,-0.12268235853740148,1.5512776608977998,0.2743154780140945,-0.9235108984368188,-0.6998984132494245,-0.20299932972661086,0.4569369724818638,-0.08924461262566703,-0.19816796268735612,0.5081936365791729,-0.4036190201129232,0.4127867179257529,0.7763186459030423,-0.05926007032394409,-2.0105924904346466,-0.2210586520710162,-0.2638970528330122,0.6393367860998426,1.70769844523498,-0.4816040098667145,-0.6574622094631195,-0.03544149760689054,0.4864908116204398,-0.03885889904839652,-0.04107783096177237,0.9900759373392377,-0.4075602229152407,0.04283828181879861,0.27408199650900705,-1.188500538468361,-0.10267797112464905,1.0107468611427717,-0.011156652654920305,1.1294278928211756,0.4595830397946494,-0.6848256130303655,-0.01158749418599265,-1.7829616282667433,0.5321832341807229,-0.13793070827211654,0.5600900715216994,-0.5461309727813516,-0.054023419107709615,0.5822996529085296,-0.5903315894372229,0.2091329363839967,0.6323094314762524,0.1285849107163293,-0.1858165446257252,0.802245346563203,0.5633693470486573,0.796135884310518,-0.28228836080857683,-0.2866740860044956,1.0090312787464686,0.10895543651921409,-0.6084959251540047,-0.4967091998883656,-0.16584171567644393,0.18845976995570318,0.24914304805653437,-0.6201578362711838,0.9378562931503568,-0.4481874981096813,0.9630175403186253,1.3008981730256761,-0.11867261358669826,0.0590679869055748,0.31046412672315327,1.3406692402703422,0.17371635138988495,0.5421503824847085,0.6455431335738727,-0.020259657076426914,0.5620175770350865,0.37943137543542044,-0.2769025223595755,-0.2551840969494411,-0.007564187049865723,-1.020348915031978,-0.656659638110016,0.8798050284385681,-1.2233841866254807,0.5722453540989331,-1.183947563437479,-0.7442226324762616,-1.0006024007286345,0.41974122183663504,-0.6110938212701252,-0.41139211053294794,-0.9505435462508883,1.045908408505576,0.0914639915738787,-0.2912818321159908,0.8275288162486893,0.080532933984484,0.7565954838480268,-0.13396491536072322,0.07550734494413648,0.32499804933156284,0.8986108175345829,-2.156656639916556,-0.13197460344859532,-0.6934418593134198,-0.509005776473454	12
-0.3358693066984415,0.8504711532344421,0.410105603436629,-0.5288038477301598,0.016741542766491573,0.23543864426513514,-0.06891419055561225,-0.6362111990650495,0.631923419656232,0.47245491420229274,-0.44855038945873577,-0.4707621493143961,-0.0631207674741745,-0.19479151690999666,-0.5578748397529125,0.05082946146527926,-0.06744249723851681,-0.12371048331260681,-0.26674991970260936,0.12463934222857158,0.318779810021321,0.3022742159664631,0.08053066674619913,-0.02498173713684082,0.7291815026352803,-0.600527115787069,-0.6139882119993368,0.3621306070126593,0.3463416211307049,-0.3076248715321223,-1.1387020200490952,0.5137372395644585,-0.3403537565221389,-0.27596543232599896,0.4310131638000409,-0.44625425649185974,-0.3295665755867958,-0.3952923243244489,0.3518922831863165,-1.0793384090065956,0.5317903955777487,-0.10452270756165187,0.001116231083869934,0.08632820999870698,0.12186628952622414,0.07994217906768124,0.20622531293580929,0.11621866840869188,0.12081395834684372,-0.2507783944408099,-0.1402176097035408,0.8200946946938833,-0.39705169945955276,0.7691984788204232,0.16718788988267383,-0.8452817313373089,-0.1368835729857286,-0.7034832065304121,-0.23707054058710733,0.9982898297409216,-0.673759908725818,-0.17748228274285793,-0.27606988154972595,-0.07414363301359117,0.3259855406358838,-0.3298420421779156,0.4878544981280963,-0.031618927915891014,-0.3394912403697769,0.38861772045493126,-0.7512137979889909,0.2666496889044841,0.7681411231557528,-0.06203796714544296,0.31613061266640824,0.7727253146003932,-0.6036513820290565,-0.4362275979171197,0.42278728634119034,0.472532760972778,-0.606966601141418,-0.35202402373154956,0.16820410980532566,0.7011327023307482,0.0612845312183102,0.2393297522018353,-0.14982698609431586,-0.2192092202603817,-0.06019540627797445,-0.017770860887443025,-0.04185503534972668,0.04972733766771853,-0.36417340238889057,-0.1585633928577105,0.15873437312742075,-0.4429879989863063,0.20744770392775536,1.279193105796973,-0.15497536584734917,-0.45388416573405266,-0.4143411073018797,0.24279937520623207,-0.21173418996234736,-0.6698295089105765,0.06154697652285298,-0.4376624202899014,0.11496882714952032,-0.21559842179218927,-0.3708337501933177,0.253927985439077,0.32895397146542865,-0.12800882880886397,-0.6643365367005268,0.5603304157654444,0.3762541152536869,1.3531709512074788,0.2706867456436157,-0.1262405707190434,0.2952216565608978,0.2569229615231355,0.2763035648191969,-0.21298745771249136,-0.054468403259913124,-0.29279179374376935,-0.969867430627346,-0.46088782387475175,0.5180171787117919,-0.4881425841401021	78
-0.8411445319652557,1.4383943850795429,0.6447863057255745,-0.1897056669307252,-0.2905718540617575,-0.03852890990674496,0.4755270474900802,-0.49303431684772175,0.6225344448660811,0.3299760650843382,-0.5369510638217131,-0.00835873931646347,0.98857356980443,-0.5937654878944159,-0.6376831877666215,0.3934073230872552,-0.8477742805456122,-0.17590114971001944,-0.08759763340155284,0.52290607492129,0.5658293093244234,-0.4176411476607124,-0.1826767794167002,0.6553775891661644,0.4230315883954366,-0.22667467035353184,-0.36277773541708785,-0.06137635558843613,1.1549559209573392,-0.5101384669542313,-0.6563319762547811,0.08320425326625507,-0.35056530746320885,0.5738173381735882,0.1702831524113814,-0.3998619255920251,-0.3524499113361041,-0.09350741080318888,0.6450018545923134,-0.9512321573565714,0.70912437637647,0.049312545374656715,0.16527101770043373,-0.54318160439531,0.42488840346535045,0.20446138363331556,-0.47824023803696036,-0.5043345474017163,0.11204277724027634,0.4047147628540794,-0.056427655120690666,0.9514293186366558,0.2955148791273435,0.5386846748491129,-0.0504180413360397,-0.13940130818324784,0.13804476708173752,-0.20975754906733832,0.33241681087141234,0.4673603375752767,-0.10686546564102173,0.04635383157680432,0.25783371925354004,-0.10889217699877918,-0.1348681269834439,0.173904192323486,0.5220406080285708,0.4417681234578292,-0.19756582860524455,-0.04838401762147745,-0.4437527383367221,-0.05570520429561535,0.22568347522368035,0.6360676682864627,0.39621145526568097,1.2323957650611799,-0.9855870467921098,-0.9129407772173485,0.2781879249960184,0.04441778610150019,-0.1771033393839995,0.03407870760808388,0.8087896307309469,0.36412248636285466,-0.949660616616408,-0.7426976636828234,-0.32128660194575787,-0.2988902125507593,-0.8547618711988131,0.5326306236286958,0.28576737828552723,-0.4606030335028966,-0.6150328838266432,-0.4418611799677213,0.331933183905979,-0.12852517193338522,-0.16664297382036844,0.429116527743948,-0.5795848251630863,-0.46480656663576764,-0.43489898725723225,0.08052112037936847,-0.052967607198903956,-0.040107063949108124,-0.24948152371992668,-0.4352345907439788,0.6584784506509701,0.2336620280208687,-0.13479222481449446,0.266007653127114,0.09755141660571098,-0.1673592006166776,-0.29688442979628843,0.2001410455753406,0.31065763952210546,0.6276846341788769,-0.008463744074106216,0.13749990860621134,0.0179512370377779,0.24943335354328156,0.0047598592936992645,0.6192918891708056,0.31637875735759735,-0.6708764905730883,0.32369088629881543,-1.0822494787474473,0.5935778933053371,-0.27339425124228	60
0.15447846906525747,0.6702920475176403,0.2700473368167877,0.3249851795179503,0.9826137849262783,-0.2593702535544123,0.12448651875768389,0.2861791274377278,-0.6857713418347495,-0.3310507046324866,-0.7353522607258388,0.3274651893547603,0.9467603095940181,-1.2919825570923942,-0.018479083265577043,-0.6446260213851929,0.675598259483065,-0.1205347967999322,-0.7207672297954559,-0.54924183764628,0.23432850252304757,1.098225539284093,-0.6928028336593083,0.10465906826513154,0.37500266305037905,0.571852730853217,-1.3562319406441279,-0.7979188774313245,0.6406270861625671,-0.18966068753174373,-0.3225018722670419,0.08113379989351545,0.5630154167967183,-0.17965629271098546,2.0920682890074596,0.31820457748004366,-0.5939275537218366,-1.348112125481878,-0.07277884972946984,-1.0009451806545258,1.3132352642714977,0.8424002485615867,0.29360294342041016,-0.5004135881151471,0.17100006341934204,0.811890721321106,-0.6164528897830418,-0.24437737464904785,0.3094460595665233,-0.177257205758776,-0.19655818385737284,-0.06315867097250052,-0.5528806724718639,-0.5320251882076263,0.6185018803392138,-0.6004579940012523,-0.02276890618460519,1.079432828085763,-1.1712550606046404,-0.12516736132758005,-1.6077992298773356,0.006297856569290161,-0.45331607333251406,0.018907489521162852,0.7250934647662299,0.7543105610779354,0.373049333691597,0.018093681761196682,0.9906272888183594,0.21698054325367724,-0.1942412725516728,-0.5157113022037915,0.35565897982035366,0.800907992890903,0.24615481282983506,0.1827653774193355,-0.2980237432888576,0.07464530638286046,-0.8767597781760352,-0.9450976422854832,0.5155290194920131,-0.1080328779561179,0.14090317913464137,-0.3912036695650646,-0.6932954617909023,1.0253833362034388,-0.3604258660759245,-0.39890722930431366,0.23249971653733933,-0.9599882108824593,-0.0611194201878139,1.3812259009906225,0.6787093792642865,0.0409235954284668,0.4476659271333899,1.4887235249791826,-0.6928609354155404,1.1795651178274835,-0.5454408781869071,0.5741027465888432,0.2302463911473751,0.3070163130760193,-1.1222133253301894,-0.41813225405556814,0.9336522370576859,-0.3984326294490269,-0.8077783488801548,0.09049910094056811,-1.4720061719417572,0.15267942632947648,1.1578554553644997,1.3681004643440247,0.6158579226051059,-0.28131433011731133,0.806898974946567,1.2753358398165022,-1.4776509233883448,-0.39352173464638845,-0.19832846788423403,-0.835151482373476,0.20248856714793614,0.32754849961825777,0.00010633042880467006,-0.20387190473931177,0.1868657980646406,0.08987225379262652,-0.6694416371839387,-1.4819729839052473	105
1.808695375919342,-0.2087311539798975,-0.010543474927544594,0.24768670089542866,-0.0860021747648716,-0.5568730123341084,-0.30069463700056076,0.4348900546319783,-0.07741416618227959,0.24072353541851044,1.0225150734186172,-1.0996146313846111,-0.44475711695849895,-0.4608978256583214,0.2693840211723,-0.41106458380818367,-0.2952671896200627,-1.1280189314857125,-0.3000585660338402,-0.421477023512125,-0.6354708219878376,-0.3330868761986494,0.46085845679044724,-0.5382890719920397,-0.663471078441944,-0.2752759978175163,-0.5241415202617645,-0.5000563729554415,0.6386538650840521,0.544310674071312,1.7194486185908318,2.231607064604759,-1.7286303974688053,-0.6635662894695997,-0.06787886237725616,0.36124492809176445,-1.0641151648014784,0.5626915171742439,-0.22551172808744013,0.134973656386137,-0.04386730119585991,0.18687033839523792,-0.46971461921930313,0.5576945208013058,-0.376145975664258,0.6798840081319213,0.16707866173237562,-0.059837831184268,1.0519482381641865,1.1457498781383038,0.8925074450671673,-1.1238938346505165,-0.5586364455521107,0.39497677609324455,0.2890814537531696,-0.7780998200178146,0.4603750444948673,0.4008456654846668,-0.4862488219514489,-0.021929727867245674,-0.43906121072359383,0.7156322635710239,3.0113804265856743,0.8890645205974579,0.754538182169199,0.6203017383813858,-0.5316844657063484,-0.44814420072361827,-1.2233256651088595,-1.8014462776482105,0.5378790162503719,0.44766827346757054,-0.10863793035969138,-1.2967478367500007,-0.12428899947553873,-1.0011323243379593,-0.18459721375256777,1.0730455466546118,0.6488314419984818,-0.060474686324596405,-0.728953693062067,0.44446488516405225,-0.04177704453468323,-0.03417294006794691,0.8460790133103728,0.0898571782745421,1.8769778795540333,0.6108491122722626,-0.5063176713883877,0.5824339240789413,0.06525846943259239,-0.06426559016108513,-2.4650124609470367,-1.032078955322504,0.2720082923769951,0.8574120202101767,0.4381053391844034,2.0303737744688988,1.136098868213594,-0.17028153571300209,1.374804810155183,0.9408915140666068,1.1489122435450554,-1.0875919461250305,-0.34681261144578457,-1.655042765662074,-0.6428305860608816,-0.30345503450371325,0.5421061771921813,-1.0808626431971788,0.024531789938919246,1.1242165565490723,-0.6162623658310622,0.972691934555769,0.26517435535788536,-0.31908708810806274,0.21662941947579384,0.5433769058436155,-0.9495497047901154,-0.23350132768973708,-0.20887377858161926,-0.8225204274058342,-0.3245704285800457,-0.18129130825400352,0.17024634592235088,-0.7192013431340456,-1.2646853234618902,0.889621764421463	51
0.6608450876341926,-0.19508394930097792,1.101404489742385,-0.4208817316426171,-0.016876886495285563,0.5424487822585635,-0.09103192223442926,-0.2519952054652903,-0.8067032363679674,0.2649897833665212,-0.4023551377985213,-0.29403586499392986,0.13546169963147905,-0.45070790830585694,0.9990087921420733,0.2534177402655284,0.30457756482064724,-0.07723061326477262,0.5520828631189134,-0.08662023954093456,-0.3472490149239699,-0.4386175357633167,0.5060482720534006,0.46254633532630074,0.37537618648881715,0.5394947793748643,-0.3545222878456116,0.5455847490164969,0.6525263273053699,0.3531051129102707,1.1238440175851185,0.7198790146244897,-0.5863585323095322,-0.29036837267792887,0.2631582286622789,0.1796959506140815,-0.3854563997851478,-0.02500005563100179,0.41101775628825027,-0.2677188681231605,0.4016697984188795,-0.3621884071164661,-0.31567850336432457,0.9159805319375462,0.5086027516259087,0.2800419231255849,-0.429889096154107,0.37529080775048995,0.8442438708411323,0.08339391814337836,-0.3074327011903127,-0.4173023998737335,-0.517789794339074,0.37694772746827865,0.23085750059949028,-0.7516550533473492,-0.9447919163439009,-0.3391786747508579,-0.6056057632797294,-0.6412555012438033,-0.5486759965618452,0.6637066108071141,0.9639003384444449,-0.5212506320741441,-0.16831422017680275,0.4686736861864726,-0.8741702404287126,-0.7777004403372606,0.11594436317682266,-0.4641864399115245,-0.24132567395766577,0.6834438621169991,-0.6304732747375965,-0.4138373099267483,-0.657919162677394,-0.21187558935748207,-0.1788931613167127,0.2422877334886127,0.8711989853117201,0.38892905165751773,-1.1046846939457788,0.39073003869917655,0.23079697787761688,0.2807084665530258,-0.6035916846659448,0.5332756955629319,0.36043068683809704,0.1095898383193546,-0.1121978908777237,0.8859220412042406,0.27782947156164384,-0.3375174005826314,-1.6254841620102525,-0.5215196775065528,1.0799106061458588,1.4626580302913983,-0.1902828938845131,1.0898437913921144,1.064398034579224,0.3790740314871073,0.9631686477611462,0.7480211390389336,0.10540290839142269,-1.4585630893707275,0.5467255976465013,-0.7983835770024194,-0.6217528567132022,-0.4949272434330649,-0.11403161494268312,-0.4222676505645116,0.32397095020860434,0.598407059080071,-0.3949781927383608,0.4308842072884242,0.3488476574420929,0.1797620728611946,0.16959161901225647,0.39464813967545825,-0.05982588397132026,-0.8936953809526231,0.0808336122168435,-0.7494407561090257,-0.1750020823544926,0.3406897948847877,-0.17266343368424308,-0.034248444769117564,-0.5899190654357275,0.5227807114521662	51
0.3202138636261225,1.2682710895314813,-1.831951878964901,0.7204073425382376,0.9620566763915122,-0.5776292541995645,0.547229740768671,-0.3280320786871016,1.4605375350802206,0.8007849864661694,0.34536000713706017,0.16381866857409477,0.41621755436062813,1.3365162014961243,-0.7259428019169718,1.0502098305150867,-0.13436882267706096,-2.1158239394426346,-1.5771972462534904,-0.6729308292269707,-0.5532323364168406,1.5164917893707752,-2.1966089829802513,-2.6600146889686584,0.9273008583113551,0.43179359287023544,-0.4375035213306546,0.6095950081944466,0.5221086647361517,1.231285534799099,-1.5292310565710068,0.07507814140990376,-0.767787167802453,1.059576803818345,0.539913952263305,0.6875345199368894,-0.661666858009994,-0.4776602014899254,-0.23059090599417686,-0.1296868994832039,0.010996716795489192,-1.489433144684881,0.6281307525932789,-0.37879739608615637,-1.3199952393770218,1.7711262311786413,0.18047962989658117,0.5627947403118014,0.07819152716547251,-0.1510833278298378,-0.5971742458641529,1.3214576989412308,-1.0753229334950447,-1.7015952430665493,-1.045105380937457,-0.19428298762068152,0.5442767888307571,-0.9829888679087162,0.6649684906005859,1.9223569612950087,1.5060497522354126,0.8993134815245867,-1.1058517321944237,0.5193707663565874,0.6817793902009726,0.1863254806958139,0.27521205320954323,0.09754814486950636,1.2028757445514202,0.7494897749274969,-1.855215528048575,0.1914325118996203,1.124680545181036,0.3840118683874607,-0.28342096135020256,-1.1742265224456787,0.01566424034535885,-1.549574002623558,0.24250569753348827,0.35266755521297455,0.4907809877768159,1.3641046173870564,0.4666789136826992,-0.15376634686253965,0.15293417498469353,1.0199964791536331,-1.1533605407457799,-0.40442151576280594,0.9673099722713232,-1.6147009246051311,-0.9849086385220289,-0.3981889970600605,-0.04377115715760738,0.7100103199481964,-0.8572905585169792,-0.3800133236218244,-0.2633665632456541,0.24911019019782543,-1.6628674883395433,0.33539560437202454,0.463888626312837,0.18022234365344048,0.33575277542695403,-1.7035970464348793,0.9495586180128157,1.4608313720673323,0.37175108841620386,-0.9521722355857491,-0.053079403936862946,0.7001216905191541,0.19270214880816638,1.0326261669397354,-0.6312795041594654,0.38463264517486095,0.25565285980701447,1.085765540599823,-0.41215481515973806,-0.0938924178481102,-0.12656056880950928,-0.799602571874857,0.6981677263975143,-0.2711964547634125,1.1427433751523495,0.9194549461826682,-0.38374526984989643,0.03245006036013365,0.06655971892178059,-0.7414198322221637	103
-0.4186768273512522,0.4593896850943565,0.9417936315139135,-0.5459737802545229,-0.061669309809803965,-0.8576677853862444,0.6668820192416509,-0.18350680669148764,0.795602960884571,0.8282825365662575,-0.1387356678644816,-0.2830321669578552,-0.10891599555810293,0.5801487043499947,0.2360553925236066,0.5535057981808981,-0.7054529751340548,-0.45221688350041706,0.031090604265530904,0.508270118633906,-0.4157014260689417,0.09909287815292676,1.4607013642787934,-0.21727014159162839,-0.6856708864370982,0.5934186788896719,-0.012469594180583955,0.16099040595193703,0.4627407292524974,-0.7701621383428574,-0.30525637716054915,-0.1913382003704707,-0.7965804566939672,0.14846934676170348,-0.2623943567276001,0.2466831376776099,-0.38323148985703787,0.42395486334959664,0.27932142453889053,-0.009894792006040614,0.7980503811190526,-0.5401131138205528,0.20527296861012775,-0.13707885394493738,0.25218309958775836,-0.07929768180474639,-0.08665126884977023,-0.8573720704764127,-0.1429161697626114,0.9064656734466553,0.2980191955963771,0.009098868755002817,0.565780033543706,0.9837226241827011,0.8098760147889456,0.39076186598589024,-0.08014725794394811,0.09351531366507213,0.3207254911462466,-0.8255249944825968,-0.27446148147185645,-0.03976251756151517,0.5456625322500864,0.22135865464806556,-0.01903267130255699,0.7325243371228377,-0.01183130939801534,0.5749704976876576,-0.5101658760259549,-0.7808691461881002,-0.16246040811141332,-0.1617626113196214,-0.16920372645060222,0.2235621266067028,0.05417246768871943,0.11000005702177683,0.15642047425111136,0.4642398605744044,0.010008394718170166,0.1019434466958046,0.10382902516673008,-0.5781919856245319,0.026974630852540333,0.36890893479188286,-0.08686609665552775,-0.2700269892811775,0.19130355194211007,-0.7104427675406139,-0.5437846347689629,0.5606501245250305,0.6523703336715698,-0.020769601066907246,-0.8915846004461249,-0.31514822045962015,0.27168315276503563,1.307120290895303,0.4429309397935867,0.05474706341822942,0.17147698222349086,-0.26007550656795503,0.34328639345864453,0.4116160735487938,0.485936721538504,-0.3831817091753085,-0.03621419717868169,-0.23608828584353128,0.26624915935099125,0.2751676389326652,0.25761769513289134,-0.25967364658912023,-0.46760312765836715,-0.2085318688613673,0.581082941715916,-0.5823147356510162,-0.11634302139282227,-0.4272225777308146,0.4894636834661166,-0.0034834742546081543,-0.5800158639748891,0.00459204688668251,-0.4665169547001521,-0.025285317003726958,1.512067088484764,-0.8119604587554932,0.37218321561813356,-0.4529805968205134,0.17834178309421986,-0.5237347920735677	31
-0.237216138591369,0.6590704812357823,-0.6024176850914955,0.8298246019209424,0.7288780597349008,0.48208031050550443,0.26039749446014565,0.5126859952385227,0.046444786402086415,0.12230919301509857,-0.22332858045895895,0.2736772174636523,-0.5209342073649168,1.0153125387926896,0.09268522681668401,0.7524691683550676,0.11636485283573468,0.6190604021151861,-0.16107086976990104,1.0295361038297415,-0.1354613647563383,-0.6095224885890881,1.1378162776430447,-0.20369109918829054,-0.9338911268860102,0.7621961906552315,0.61315643414855,-0.734885323792696,0.22767962918927273,-0.17551694810390472,-0.11206820669273536,-0.009892006404697895,0.9559169070174297,0.7735004263619581,0.3017989707489808,0.9732272053758303,0.008188739826437086,0.4838000666350126,1.0563277353843052,1.1860089069232345,-0.8526146518997848,0.09137975051999092,0.076543097384274,0.08607523740890126,0.015724087754885357,0.09233443563183148,1.1824882673099637,-1.3776598641028006,-0.6116016283631325,-0.09841420998175938,1.337557506437103,-0.9083343346913656,-0.873071995874246,0.39017875594678725,-1.0949243394037087,0.8995981803163886,-1.2178115571538608,1.0847128904424608,0.8798420491317908,-0.04457840447624525,0.35857418924570084,0.48164076420168084,-0.023851279790202778,0.4021692108362913,-0.40096067388852435,1.3544412503639858,1.1224638745188713,0.13357429330547652,-0.11188001868625481,-1.2716578220327694,1.5488617590939004,-0.4946240894496441,0.10767701144019763,-1.040339561800162,0.2499054471651713,0.2654799024264018,0.3556382339447737,1.0354137836645048,-0.4567137422660987,-0.8151049558073282,1.5491279289126396,-0.2542922683060169,1.375444184988737,0.48844098998233676,-1.1958534612009923,0.35331137633572024,0.10375870577991009,0.8693840143581232,-0.21876773610711098,0.508800569921732,1.7937332019209862,0.8569816251595815,-0.20985261451763412,0.5924161471581707,-1.5245078814526398,0.8807185739278793,0.9102389315764109,-0.7848636358976364,0.2287819809280336,0.89113807802399,0.5201377109624445,1.093697597583135,-0.3258986196791132,-0.7232724502682686,0.47594202558199566,0.6462250712017218,-0.5730582800072929,0.05154500684390465,-1.089779404302438,-0.6135956464956204,-1.201101392507553,0.47286642032365006,0.6898372570673624,0.23591553388784328,1.5126700950786471,-0.0352254838993152,-0.4798929411917925,-0.077683770408233,-0.8058252284924189,1.2170361758520205,-1.3686108790958922,0.800821702927351,0.6836438630707562,-0.30153628438711166,-0.06782874837517738,0.2428124894698461,0.0781498762468497,-0.09895158807436626	113
